quantity,unit_price,order_date,promised_delivery_time,actual_delivery_time,delivery_status_x,order_total,payment_method,product_name_x,category_x,brand,price,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level,delivery_time_minutes_x,distance_km_x,delivery_status_y,order_hour,order_dayofweek,is_weekend,customer_total_orders,customer_total_spend,customer_avg_order_value,customer_total_quantity,last_order_date,customer_recency_days,is_repeat_customer,product_name_y,category_y,total_units_sold,product_total_revenue,product_revenue_share,delivery_time_minutes_y,distance_km_y,delayed_flag
1,934.75,2024-03-23 19:38:44,2024-03-23 19:56:44,2024-03-23 20:01:44,On Time,858.57,UPI,onions,fruits & vegetables,ganesan ltd,934.75,1246.33,25.0,3,25,70,5.0,4.37,On Time,19,5,1,2,2753.4,1376.7,3,2024-05-01 10:47:18,187,1,onions,fruits & vegetables,48,46419.82,0.0042164155904978,5.0,4.37,0
2,136.6,2023-07-13 01:07:54,2023-07-13 01:20:54,2023-07-13 01:17:54,On Time,2341.94,Cash,biscuits,snacks & munchies,"swaminathan, mahal and dara",136.6,210.15,35.0,90,25,67,-3.0,3.9,On Time,1,3,0,3,8589.01,2863.0033333333336,7,2024-03-10 16:58:45,239,1,biscuits,snacks & munchies,49,49113.54,0.0044610921748627,-3.0,3.9,0
3,931.61,2024-10-25 23:30:56,2024-10-25 23:45:56,2024-10-25 23:42:56,On Time,697.53,Wallet,baby food,baby care,karnik plc,931.61,1330.87,30.0,365,12,86,-3.0,0.72,On Time,23,4,0,3,6016.01,2005.3366666666668,8,2024-10-25 23:30:56,9,1,baby food,baby care,70,75330.75,0.006842459723969,-3.0,0.72,0
2,765.76,2023-06-26 21:13:15,2023-06-26 21:25:15,2023-06-26 21:29:15,On Time,1469.02,Card,cough syrup,pharmacy,balan-madan,765.76,957.2,20.0,365,30,94,4.0,2.53,On Time,21,0,0,5,10978.46,2195.692,11,2024-04-20 07:41:40,198,1,cough syrup,pharmacy,56,54194.63,0.0049226188910956,4.0,2.53,0
1,925.65,2024-04-21 13:15:43,2024-04-21 13:27:43,2024-04-21 13:29:43,On Time,2840.82,Wallet,mangoes,fruits & vegetables,mandal-kar,925.65,1234.2,25.0,3,27,74,2.0,3.44,On Time,13,6,1,1,2840.82,2840.82,1,2024-04-21 13:15:43,197,0,mangoes,fruits & vegetables,61,77830.82,0.0070695466477299,2.0,3.44,0
3,229.38,2024-06-06 13:14:56,2024-06-06 13:25:56,2024-06-06 13:39:56,Slightly Delayed,3583.16,UPI,instant noodles,instant & frozen food,dar-kumar,229.38,382.3,40.0,180,19,70,14.0,2.22,Slightly Delayed,13,3,0,3,6306.38,2102.1266666666666,8,2024-08-29 21:54:24,66,1,instant noodles,instant & frozen food,35,35697.35,0.0032424697700132,14.0,2.22,0
2,422.14,2023-12-29 19:19:39,2023-12-29 19:30:39,2023-12-29 19:31:39,On Time,71.6,Cash,chips,snacks & munchies,pradhan and sons,422.14,649.45,35.0,90,18,76,1.0,4.57,On Time,19,4,0,2,4294.33,2147.165,5,2024-09-12 04:16:57,53,1,chips,snacks & munchies,55,50185.4,0.0045584516048396,1.0,4.57,0
3,12.32,2023-08-18 11:32:57,2023-08-18 11:48:57,2023-08-18 11:50:57,On Time,4205.08,Card,iced tea,cold drinks & juices,"warrior, ravel and amble",12.32,17.6,30.0,180,12,61,2.0,3.05,On Time,11,4,0,4,11653.58,2913.395,8,2024-08-17 04:42:54,79,1,iced tea,cold drinks & juices,30,35493.89,0.0032239890452701,2.0,3.05,0
2,22.14,2024-04-05 03:00:07,2024-04-05 03:13:07,2024-04-05 03:09:07,On Time,641.33,Cash,dish soap,household care,"arya, sundaram and pingle",22.14,29.52,25.0,365,15,57,-4.0,3.73,On Time,3,4,0,2,709.82,354.91,5,2024-08-04 13:03:07,92,1,dish soap,household care,34,31553.05,0.0028660337749641,-4.0,3.73,0
3,209.59,2023-05-05 14:12:39,2023-05-05 14:32:39,2023-05-05 14:34:39,On Time,881.42,Card,tomatoes,fruits & vegetables,barad and sons,209.59,279.45,25.0,3,10,51,2.0,2.57,On Time,14,4,0,3,9000.82,3000.273333333333,9,2024-10-18 04:31:16,17,1,tomatoes,fruits & vegetables,31,50912.39,0.0046244857249662,2.0,2.57,0
1,22.04,2023-09-20 00:43:50,2023-09-20 00:58:50,2023-09-20 01:01:50,On Time,989.88,Wallet,frozen biryani,instant & frozen food,agate and sons,22.04,36.73,40.0,180,19,55,3.0,2.77,On Time,0,2,0,1,989.88,989.88,1,2023-09-20 00:43:50,411,0,frozen biryani,instant & frozen food,34,27830.16,0.0025278753883588,3.0,2.77,0
1,959.01,2023-08-29 20:55:54,2023-08-29 21:07:54,2023-08-29 21:06:54,On Time,2074.16,Card,butter,dairy & breakfast,dutta inc,959.01,1198.76,20.0,7,29,63,-1.0,2.72,On Time,20,1,0,2,2890.54,1445.27,2,2024-09-10 22:33:39,54,1,butter,dairy & breakfast,30,30921.83,0.0028086986571409,-1.0,2.72,0
3,912.29,2023-08-28 04:52:58,2023-08-28 05:02:58,2023-08-28 05:16:58,Slightly Delayed,3061.73,Cash,iced tea,cold drinks & juices,sastry-issac,912.29,1303.27,30.0,180,11,86,14.0,0.57,Slightly Delayed,4,0,0,3,10020.13,3340.043333333333,7,2024-01-10 23:12:29,298,1,iced tea,cold drinks & juices,37,41649.9,0.0037831531380921,14.0,0.57,0
2,102.44,2024-02-10 08:25:16,2024-02-10 08:35:16,2024-02-10 08:37:16,On Time,3391.72,UPI,pulses,grocery & staples,"parmer, gola and yogi",102.44,120.52,15.0,365,28,86,2.0,2.16,On Time,8,5,1,1,3391.72,3391.72,2,2024-02-10 08:25:16,268,0,pulses,grocery & staples,23,29097.83,0.0026430206765483,2.0,2.16,0
1,81.35,2024-03-11 21:02:51,2024-03-11 21:19:51,2024-03-11 21:16:51,On Time,2569.08,Card,dog food,pet care,"shroff, wason and dugar",81.35,125.15,35.0,365,30,53,-3.0,4.57,On Time,21,0,0,3,4667.1,1555.7,4,2024-09-16 09:57:14,49,1,dog food,pet care,49,65021.67,0.0059060630374741,-3.0,4.57,0
1,310.69,2024-09-08 15:54:50,2024-09-08 16:06:50,2024-09-08 16:11:50,On Time,3597.64,Wallet,sugar,grocery & staples,"ghose, ben and divan",310.69,365.52,15.0,365,15,97,5.0,2.33,On Time,15,6,1,5,11913.11,2382.6220000000003,9,2024-10-15 13:14:58,20,1,sugar,grocery & staples,28,36780.99,0.0033408992036148,5.0,2.33,0
2,275.03,2024-04-27 17:40:20,2024-04-27 17:51:20,2024-04-27 17:48:20,On Time,3608.84,Cash,baby wipes,baby care,loyal inc,275.03,392.9,30.0,365,15,80,-3.0,1.6,On Time,17,5,1,2,4250.6,2125.3,5,2024-04-27 17:40:20,191,1,baby wipes,baby care,31,40890.67,0.0037141905869928,-3.0,1.6,0
3,193.46,2024-09-25 11:15:52,2024-09-25 11:28:52,2024-09-25 11:42:52,Slightly Delayed,2592.28,Card,detergent,household care,"parikh, oak and kara",193.46,257.95,25.0,365,24,58,14.0,3.86,Slightly Delayed,11,2,0,3,7183.56,2394.52,9,2024-09-25 11:15:52,40,1,detergent,household care,37,47465.84,0.0043114279157496,14.0,3.86,0
2,598.83,2023-06-22 02:54:54,2023-06-22 03:11:54,2023-06-22 03:11:54,On Time,2618.56,Card,milk,dairy & breakfast,"wali, virk and iyer",598.83,748.54,20.0,7,27,74,0.0,2.46,On Time,2,3,0,2,4402.1,2201.05,5,2023-06-22 02:54:54,501,1,milk,dairy & breakfast,56,60566.8,0.0055014172779334,0.0,2.46,0
1,864.3,2023-12-18 12:09:20,2023-12-18 12:21:20,2023-12-18 12:18:20,On Time,738.71,UPI,cough syrup,pharmacy,dalal plc,864.3,1080.37,20.0,365,23,65,-3.0,1.34,On Time,12,0,0,1,738.71,738.71,1,2023-12-18 12:09:20,322,0,cough syrup,pharmacy,29,28494.0,0.0025881734534008,-3.0,1.34,0
2,77.11,2024-11-03 10:59:49,2024-11-03 11:19:49,2024-11-03 11:28:49,Slightly Delayed,1195.03,Card,toilet cleaner,household care,"gulati, ram and sarkar",77.11,102.81,25.0,365,13,70,9.0,1.03,Slightly Delayed,10,6,1,1,1195.03,1195.03,2,2024-11-03 10:59:49,1,0,toilet cleaner,household care,54,59128.56,0.0053707787369206,9.0,1.03,0
3,432.0,2023-06-04 21:10:12,2023-06-04 21:26:12,2023-06-04 21:44:12,Significantly Delayed,3061.39,UPI,mango drink,cold drinks & juices,jha group,432.0,617.14,30.0,180,20,91,18.0,1.59,Significantly Delayed,21,6,1,6,14636.48,2439.4133333333334,12,2024-02-10 00:13:32,268,1,mango drink,cold drinks & juices,33,34733.29,0.0031549020540209,18.0,1.59,0
3,227.22,2024-08-09 21:38:00,2024-08-09 21:58:00,2024-08-09 21:59:00,On Time,171.2,UPI,chocolates,snacks & munchies,goda inc,227.22,349.57,35.0,90,26,99,1.0,1.67,On Time,21,4,0,2,3392.0,1696.0,6,2024-08-09 21:38:00,86,1,chocolates,snacks & munchies,35,37357.6,0.0033932739735651,1.0,1.67,0
1,317.05,2023-09-06 13:44:20,2023-09-06 13:57:20,2023-09-06 13:54:20,On Time,911.06,Cash,popcorn,snacks & munchies,golla-luthra,317.05,487.77,35.0,90,28,87,-3.0,3.93,On Time,13,2,0,3,5418.07,1806.0233333333333,5,2023-12-24 09:20:20,316,1,popcorn,snacks & munchies,37,40160.25,0.0036478449123303,-3.0,3.93,0
3,942.37,2024-10-17 07:38:55,2024-10-17 07:57:55,2024-10-17 07:57:55,On Time,1582.64,Wallet,vitamins,pharmacy,sundaram inc,942.37,1177.96,20.0,365,14,53,0.0,1.32,On Time,7,3,0,3,8937.7,2979.2333333333336,6,2024-10-17 07:38:55,18,1,vitamins,pharmacy,55,52052.13,0.0047280108464577,0.0,1.32,0
1,951.43,2023-11-27 21:06:51,2023-11-27 21:16:51,2023-11-27 21:15:51,On Time,4088.13,Wallet,bread,dairy & breakfast,roy-char,951.43,1189.29,20.0,7,29,54,-1.0,3.79,On Time,21,0,0,4,7536.75,1884.1875,7,2024-03-11 12:51:36,238,1,bread,dairy & breakfast,58,70374.94,0.0063923124690347,-1.0,3.79,0
1,189.47,2023-06-19 12:32:50,2023-06-19 12:49:50,2023-06-19 12:48:50,On Time,1195.92,Wallet,baby food,baby care,"garg, saraf and dutta",189.47,270.67,30.0,365,20,58,-1.0,2.23,On Time,12,0,0,5,9089.44,1817.888,9,2024-10-01 20:56:57,33,1,baby food,baby care,28,24454.79,0.0022212830170032,-1.0,2.23,0
3,864.3,2024-02-27 00:21:45,2024-02-27 00:35:45,2024-02-27 00:34:45,On Time,1816.39,Cash,cough syrup,pharmacy,dalal plc,864.3,1080.37,20.0,365,23,65,-1.0,4.92,On Time,0,1,0,2,3354.94,1677.47,5,2024-05-28 05:42:27,160,1,cough syrup,pharmacy,29,28494.0,0.0025881734534008,-1.0,4.92,0
1,426.72,2024-03-03 20:35:10,2024-03-03 20:45:10,2024-03-03 21:10:10,Significantly Delayed,381.39,Cash,baby wipes,baby care,narula group,426.72,609.6,30.0,365,15,60,25.0,1.16,Significantly Delayed,20,6,1,2,4926.34,2463.17,2,2024-03-03 20:35:10,245,1,baby wipes,baby care,36,47522.03,0.0043165317785399,25.0,1.16,0
1,831.43,2023-11-01 02:22:55,2023-11-01 02:39:55,2023-11-01 02:36:55,On Time,2910.37,Cash,biscuits,snacks & munchies,jani-ram,831.43,1279.12,35.0,90,10,79,-3.0,1.16,On Time,2,2,0,3,5962.14,1987.38,5,2024-09-30 22:30:00,34,1,biscuits,snacks & munchies,35,43748.53,0.0039737763729665,-3.0,1.16,0
1,215.65,2024-05-13 05:20:17,2024-05-13 05:37:17,2024-05-13 05:40:17,On Time,2896.79,Wallet,cat food,pet care,"krishna, bail and dyal",215.65,331.77,35.0,365,25,82,3.0,4.77,On Time,5,0,0,2,4691.81,2345.905,3,2024-05-17 18:25:15,171,1,cat food,pet care,43,49934.77,0.0045356863239866,3.0,4.77,0
2,163.55,2023-08-26 02:57:43,2023-08-26 03:14:43,2023-08-26 03:13:43,On Time,3393.44,Cash,tomatoes,fruits & vegetables,dugar group,163.55,218.07,25.0,3,22,92,-1.0,1.0,On Time,2,5,1,6,15153.25,2525.5416666666665,13,2024-03-28 23:16:24,220,1,tomatoes,fruits & vegetables,27,31159.3,0.0028302685858971,-1.0,1.0,0
2,46.62,2024-07-06 11:07:05,2024-07-06 11:25:05,2024-07-06 11:25:05,On Time,2217.03,UPI,frozen vegetables,instant & frozen food,kothari-datta,46.62,77.7,40.0,180,17,51,0.0,3.11,On Time,11,5,1,2,5595.24,2797.62,5,2024-07-15 21:18:58,111,1,frozen vegetables,instant & frozen food,51,53255.92,0.0048373537720375,0.0,3.11,0
2,417.39,2024-09-16 08:29:24,2024-09-16 08:39:24,2024-09-16 08:49:24,Slightly Delayed,3949.02,Card,rice,grocery & staples,"ramanathan, agarwal and baria",417.39,491.05,15.0,365,20,72,10.0,2.64,Slightly Delayed,8,0,0,3,6982.21,2327.403333333333,7,2024-09-16 08:29:24,49,1,rice,grocery & staples,36,33139.55,0.0030101391018336,10.0,2.64,0
3,715.72,2023-12-17 09:36:04,2023-12-17 09:46:04,2023-12-17 09:52:04,Slightly Delayed,972.69,UPI,vitamins,pharmacy,parsa-bala,715.72,894.65,20.0,365,28,92,6.0,0.96,Slightly Delayed,9,6,1,1,972.69,972.69,3,2023-12-17 09:36:04,323,0,vitamins,pharmacy,29,33230.520000000004,0.0030184021094512,6.0,0.96,0
3,43.05,2024-07-10 13:12:50,2024-07-10 13:29:50,2024-07-10 13:31:50,On Time,1306.86,Card,toothpaste,personal care,ben-ravi,43.05,66.23,35.0,365,18,82,2.0,1.4,On Time,13,2,0,1,1306.86,1306.86,3,2024-07-10 13:12:50,117,0,toothpaste,personal care,30,32423.14,0.0029450659866602,2.0,1.4,0
1,781.08,2024-06-28 12:35:57,2024-06-28 12:47:57,2024-06-28 13:15:57,Significantly Delayed,3531.91,UPI,potatoes,fruits & vegetables,chhabra-agrawal,781.08,1041.44,25.0,3,26,69,28.0,1.87,Significantly Delayed,12,4,0,4,10079.15,2519.7875,8,2024-06-28 12:35:57,129,1,potatoes,fruits & vegetables,33,37721.24,0.0034263042043012,28.0,1.87,0
1,374.68,2024-04-16 04:39:11,2024-04-16 04:59:11,2024-04-16 04:54:11,On Time,3645.04,Cash,chips,snacks & munchies,kadakia-yadav,374.68,576.43,35.0,90,27,87,-5.0,0.55,On Time,4,1,0,2,7563.71,3781.855,4,2024-04-16 04:39:11,202,1,chips,snacks & munchies,41,41662.0,0.0037842522080292,-5.0,0.55,0
1,765.76,2023-09-26 01:35:06,2023-09-26 01:50:06,2023-09-26 01:59:06,Slightly Delayed,763.12,Card,cough syrup,pharmacy,balan-madan,765.76,957.2,20.0,365,30,94,9.0,1.49,Slightly Delayed,1,1,0,1,763.12,763.12,1,2023-09-26 01:35:06,405,0,cough syrup,pharmacy,56,54194.63,0.0049226188910956,9.0,1.49,0
3,443.17,2023-06-26 11:26:10,2023-06-26 11:37:10,2023-06-26 11:46:10,Slightly Delayed,2831.58,Card,wheat flour,grocery & staples,"gala, magar and rajagopal",443.17,521.38,15.0,365,20,93,9.0,0.56,Slightly Delayed,11,0,0,1,2831.58,2831.58,3,2023-06-26 11:26:10,497,0,wheat flour,grocery & staples,36,45431.2,0.0041266170350299,9.0,0.56,0
2,675.46,2023-11-25 02:41:53,2023-11-25 02:55:53,2023-11-25 02:58:53,On Time,1480.31,Cash,dog food,pet care,"lall, datta and swamy",675.46,1039.17,35.0,365,14,97,3.0,4.97,On Time,2,5,1,3,6677.18,2225.726666666667,8,2023-11-25 02:41:53,345,1,dog food,pet care,52,47204.39,0.0042876798302091,3.0,4.97,0
3,96.33,2024-02-22 13:49:28,2024-02-22 14:06:28,2024-02-22 14:03:28,On Time,4262.13,Wallet,chips,snacks & munchies,mann-kapadia,96.33,148.2,35.0,90,20,61,-3.0,0.59,On Time,13,3,0,5,13027.52,2605.504,11,2024-08-01 00:33:39,95,1,chips,snacks & munchies,39,49175.81,0.0044667482975883,-3.0,0.59,0
2,144.19,2023-12-03 23:53:09,2023-12-04 00:12:09,2023-12-04 00:20:09,Slightly Delayed,3112.29,Card,pulses,grocery & staples,naik ltd,144.19,169.64,15.0,365,27,61,8.0,2.2,Slightly Delayed,23,6,1,1,3112.29,3112.29,2,2023-12-03 23:53:09,336,0,pulses,grocery & staples,25,29917.44,0.0027174676774658,8.0,2.2,0
1,532.57,2023-12-17 20:04:17,2023-12-17 20:15:17,2023-12-17 20:11:17,On Time,2453.12,UPI,bananas,fruits & vegetables,"doshi, sarraf and sama",532.57,710.09,25.0,3,21,91,-4.0,3.76,On Time,20,6,1,2,5672.35,2836.175,2,2023-12-17 20:04:17,323,1,bananas,fruits & vegetables,29,36614.54,0.0033257801795635,-4.0,3.76,0
1,141.28,2024-05-25 05:39:22,2024-05-25 05:59:22,2024-05-25 06:01:22,On Time,3433.31,UPI,dish soap,household care,khalsa-bhavsar,141.28,188.37,25.0,365,25,98,2.0,3.5,On Time,5,5,1,6,13128.33,2188.055,14,2024-10-22 11:07:22,13,1,dish soap,household care,39,52699.85,0.0047868446960133,2.0,3.5,0
3,671.55,2024-10-21 09:29:41,2024-10-21 09:46:41,2024-10-21 09:58:41,Slightly Delayed,879.26,Wallet,cat food,pet care,acharya ltd,671.55,1033.15,35.0,365,20,84,12.0,3.45,Slightly Delayed,9,0,0,2,3420.57,1710.285,6,2024-10-21 09:29:41,14,1,cat food,pet care,47,50834.73,0.0046174316942794,12.0,3.45,0
1,576.22,2023-08-18 00:01:18,2023-08-18 00:18:18,2023-08-18 00:19:18,On Time,1982.08,Card,toilet cleaner,household care,"borde, peri and upadhyay",576.22,768.29,25.0,365,19,71,1.0,3.99,On Time,0,4,0,2,2959.75,1479.875,4,2023-09-08 06:23:40,423,1,toilet cleaner,household care,38,37046.84,0.0033650469509506,1.0,3.99,0
3,422.14,2024-08-30 16:40:12,2024-08-30 16:59:12,2024-08-30 16:57:12,On Time,3028.59,Card,chips,snacks & munchies,pradhan and sons,422.14,649.45,35.0,90,18,76,-2.0,4.08,On Time,16,4,0,3,10626.06,3542.02,7,2024-08-30 16:40:12,66,1,chips,snacks & munchies,55,50185.4,0.0045584516048396,-2.0,4.08,0
3,923.84,2023-09-14 01:54:24,2023-09-14 02:09:24,2023-09-14 02:29:24,Significantly Delayed,3835.33,Card,eggs,dairy & breakfast,prasad llc,923.84,1154.8,20.0,7,13,62,20.0,2.24,Significantly Delayed,1,3,0,5,16256.419999999998,3251.284,10,2024-03-31 22:59:21,217,1,eggs,dairy & breakfast,19,16201.28,0.0014715983297225,20.0,2.24,0
3,309.62,2024-03-23 03:57:00,2024-03-23 04:10:00,2024-03-23 04:06:00,On Time,1705.95,UPI,lotion,personal care,arora llc,309.62,476.34,35.0,365,22,90,-4.0,1.09,On Time,3,5,1,1,1705.95,1705.95,3,2024-03-23 03:57:00,226,0,lotion,personal care,32,38190.14,0.0034688954351674,-4.0,1.09,0
3,316.02,2024-09-07 07:00:44,2024-09-07 07:16:44,2024-09-07 07:42:44,Significantly Delayed,1245.7,Wallet,cat food,pet care,saini llc,316.02,486.18,35.0,365,25,100,26.0,1.18,Significantly Delayed,7,5,1,5,6392.81,1278.562,10,2024-09-07 07:00:44,58,1,cat food,pet care,30,30752.5,0.0027933180362781,26.0,1.18,0
2,440.19,2024-08-07 04:29:32,2024-08-07 04:41:32,2024-08-07 05:08:32,Significantly Delayed,1736.21,UPI,carrots,fruits & vegetables,"bhardwaj, bhatia and deshmukh",440.19,586.92,25.0,3,19,70,27.0,4.25,Significantly Delayed,4,2,0,4,5239.79,1309.9475,10,2024-08-07 04:29:32,89,1,carrots,fruits & vegetables,33,30715.97,0.0027899999350549,27.0,4.25,0
2,134.69,2023-06-13 14:39:57,2023-06-13 14:54:57,2023-06-13 14:58:57,On Time,1211.53,Cash,rice,grocery & staples,tella-master,134.69,158.46,15.0,365,26,89,4.0,1.42,On Time,14,1,0,2,2004.67,1002.335,5,2024-08-16 13:12:40,80,1,rice,grocery & staples,36,38233.04,0.0034727921376714,4.0,1.42,0
2,417.39,2023-05-12 22:06:22,2023-05-12 22:25:22,2023-05-12 22:22:22,On Time,652.58,Wallet,rice,grocery & staples,"ramanathan, agarwal and baria",417.39,491.05,15.0,365,20,72,-3.0,1.02,On Time,22,4,0,3,6529.35,2176.4500000000003,8,2023-09-05 11:59:41,426,1,rice,grocery & staples,36,33139.55,0.0030101391018336,-3.0,1.02,0
3,422.14,2024-06-29 22:21:03,2024-06-29 22:36:03,2024-06-29 22:36:03,On Time,3212.41,Wallet,chips,snacks & munchies,pradhan and sons,422.14,649.45,35.0,90,18,76,0.0,2.96,On Time,22,5,1,3,7650.0,2550.0,7,2024-08-29 15:39:57,67,1,chips,snacks & munchies,55,50185.4,0.0045584516048396,0.0,2.96,0
3,236.95,2023-11-22 08:49:51,2023-11-22 09:00:51,2023-11-22 08:56:51,On Time,2777.76,Wallet,popcorn,snacks & munchies,"krishnamurthy, sibal and das",236.95,364.54,35.0,90,28,79,-4.0,1.42,On Time,8,2,0,3,5339.900000000001,1779.966666666667,8,2024-10-31 08:33:46,4,1,popcorn,snacks & munchies,36,38955.54,0.0035384184211024,-4.0,1.42,0
3,906.54,2024-10-15 19:30:03,2024-10-15 19:47:03,2024-10-15 19:47:03,On Time,1794.68,Card,pet treats,pet care,"basu, thakur and rege",906.54,1394.68,35.0,365,16,98,0.0,4.79,On Time,19,1,0,3,5857.36,1952.4533333333327,8,2024-10-15 19:30:03,20,1,pet treats,pet care,46,45708.87,0.0041518384192794,0.0,4.79,0
1,275.03,2023-07-06 08:47:05,2023-07-06 08:58:05,2023-07-06 08:57:05,On Time,1592.28,Wallet,baby wipes,baby care,loyal inc,275.03,392.9,30.0,365,15,80,-1.0,1.87,On Time,8,3,0,1,1592.28,1592.28,1,2023-07-06 08:47:05,487,0,baby wipes,baby care,31,40890.67,0.0037141905869928,-1.0,1.87,0
3,114.52,2024-04-19 18:35:27,2024-04-19 18:52:27,2024-04-19 18:59:27,Slightly Delayed,302.82,Wallet,baby wipes,baby care,lall llc,114.52,163.6,30.0,365,29,56,7.0,4.94,Slightly Delayed,18,4,0,3,4498.860000000001,1499.62,7,2024-06-27 18:33:11,130,1,baby wipes,baby care,68,60246.8,0.0054723509655488,7.0,4.94,0
2,84.2,2023-12-12 08:29:51,2023-12-12 08:42:51,2023-12-12 08:56:51,Slightly Delayed,693.48,Cash,lotion,personal care,acharya plc,84.2,129.54,35.0,365,26,88,14.0,2.44,Slightly Delayed,8,1,0,4,5012.85,1253.2125,8,2024-08-08 00:29:16,88,1,lotion,personal care,27,31891.79,0.0028968022832678,14.0,2.44,0
3,728.73,2023-09-02 05:01:17,2023-09-02 05:12:17,2023-09-02 05:32:17,Significantly Delayed,328.51,Card,bananas,fruits & vegetables,"wable, randhawa and mutti",728.73,971.64,25.0,3,27,82,20.0,4.41,Significantly Delayed,5,5,1,1,328.51,328.51,3,2023-09-02 05:01:17,429,0,bananas,fruits & vegetables,29,30119.35,0.0027358076122582,20.0,4.41,0
3,109.03,2023-07-11 09:54:59,2023-07-11 10:10:59,2023-07-11 10:12:59,On Time,2411.61,Card,cat food,pet care,batta inc,109.03,167.74,35.0,365,14,71,2.0,0.97,On Time,9,1,0,1,2411.61,2411.61,3,2023-07-11 09:54:59,482,0,cat food,pet care,50,56203.18,0.0051050599590337,2.0,0.97,0
3,136.6,2024-04-28 13:19:13,2024-04-28 13:32:13,2024-04-28 13:43:13,Slightly Delayed,4555.81,UPI,biscuits,snacks & munchies,"swaminathan, mahal and dara",136.6,210.15,35.0,90,25,67,11.0,2.58,Slightly Delayed,13,6,1,1,4555.81,4555.81,3,2024-04-28 13:19:13,190,0,biscuits,snacks & munchies,49,49113.54,0.0044610921748627,11.0,2.58,0
3,445.48,2024-03-11 12:09:24,2024-03-11 12:23:24,2024-03-11 12:44:24,Significantly Delayed,374.68,Card,dish soap,household care,"pall, sule and sood",445.48,593.97,25.0,365,14,93,21.0,4.65,Significantly Delayed,12,0,0,4,6192.06,1548.015,10,2024-06-04 21:25:31,152,1,dish soap,household care,35,29755.59,0.002702766481655,21.0,4.65,0
2,212.61,2023-10-09 05:03:34,2023-10-09 05:13:34,2023-10-09 05:09:34,On Time,3319.78,UPI,toilet cleaner,household care,thaman-lanka,212.61,283.48,25.0,365,10,52,-4.0,2.71,On Time,5,0,0,3,5884.610000000001,1961.5366666666669,6,2024-09-28 12:27:14,37,1,toilet cleaner,household care,32,28143.97,0.0025563794492633,-4.0,2.71,0
2,114.52,2024-09-04 00:42:32,2024-09-04 00:53:32,2024-09-04 00:58:32,On Time,983.79,Card,baby wipes,baby care,lall llc,114.52,163.6,30.0,365,29,56,5.0,2.26,On Time,0,2,0,1,983.79,983.79,2,2024-09-04 00:42:32,61,0,baby wipes,baby care,68,60246.8,0.0054723509655488,5.0,2.26,0
2,197.39,2024-01-18 19:28:33,2024-01-18 19:48:33,2024-01-18 20:01:33,Slightly Delayed,3390.39,Wallet,pulses,grocery & staples,"wable, sankaran and hari",197.39,232.22,15.0,365,30,86,13.0,0.56,Slightly Delayed,19,3,0,2,4329.94,2164.97,3,2024-06-30 00:12:33,127,1,pulses,grocery & staples,28,48854.9,0.0044375993278778,13.0,0.56,0
3,530.85,2023-05-11 05:34:09,2023-05-11 05:49:09,2023-05-11 05:54:09,On Time,4682.76,UPI,pain reliever,pharmacy,"batra, sant and mandal",530.85,663.56,20.0,365,29,63,5.0,0.69,On Time,5,3,0,3,7390.42,2463.4733333333334,9,2023-10-23 18:35:21,378,1,pain reliever,pharmacy,50,64400.84,0.0058496716664811,5.0,0.69,0
3,33.76,2024-10-05 05:59:07,2024-10-05 06:17:07,2024-10-05 06:19:07,On Time,1153.83,Wallet,detergent,household care,varkey llc,33.76,45.01,25.0,365,30,88,2.0,0.61,On Time,5,5,1,1,1153.83,1153.83,3,2024-10-05 05:59:07,30,0,detergent,household care,34,36452.3,0.0033110435591844,2.0,0.61,0
1,80.25,2023-05-05 22:17:54,2023-05-05 22:37:54,2023-05-05 22:34:54,On Time,4369.99,Cash,lotion,personal care,"roy, barad and de",80.25,123.46,35.0,365,12,67,-3.0,3.31,On Time,22,4,0,4,9443.15,2360.7875,10,2024-04-02 19:35:56,216,1,lotion,personal care,32,47059.24,0.0042744955325759,-3.0,3.31,0
3,96.09,2024-01-25 10:03:18,2024-01-25 10:19:18,2024-01-25 10:22:18,On Time,83.18,UPI,cheese,dairy & breakfast,hora-roy,96.09,120.11,20.0,7,12,90,3.0,3.62,On Time,10,3,0,4,10120.36,2530.09,11,2024-08-15 20:42:56,80,1,cheese,dairy & breakfast,39,45769.32,0.0041573292273533,3.0,3.62,0
3,517.77,2024-06-08 13:32:21,2024-06-08 13:48:21,2024-06-08 13:47:21,On Time,902.25,Card,vitamins,pharmacy,"pai, kashyap and ramachandran",517.77,647.21,20.0,365,16,85,-1.0,3.82,On Time,13,5,1,6,7865.3,1310.8833333333334,12,2024-06-19 08:54:43,138,1,vitamins,pharmacy,43,50182.12,0.0045581536751377,-1.0,3.82,0
3,657.8,2024-03-15 00:40:28,2024-03-15 00:52:28,2024-03-15 01:11:28,Significantly Delayed,671.55,Card,orange juice,cold drinks & juices,d’alia-dey,657.8,939.71,30.0,180,26,56,19.0,1.76,Significantly Delayed,0,4,0,3,5277.45,1759.15,7,2024-03-15 00:40:28,234,1,orange juice,cold drinks & juices,37,35597.61,0.0032334101637718,19.0,1.76,0
