feature,coefficient,abs_coef
cat__actual_delivery_time_2023-07-19 12:07:13,6.924215287446703,6.924215287446703
cat__promised_delivery_time_2023-07-19 11:58:13,6.924215287355488,6.924215287355488
cat__order_date_2023-07-19 11:42:13,6.92421528726427,6.92421528726427
cat__order_date_2023-06-28 08:13:42,-6.922232091586716,6.922232091586716
cat__promised_delivery_time_2023-06-28 08:29:42,-6.922232090523387,6.922232090523387
cat__actual_delivery_time_2023-06-28 08:26:42,-6.92223208946002,6.92223208946002
cat__actual_delivery_time_2024-08-01 02:40:31,6.920545781201212,6.920545781201212
cat__promised_delivery_time_2024-08-01 02:38:31,6.920545781134359,6.920545781134359
cat__order_date_2024-08-01 02:27:31,6.9205457810675055,6.9205457810675055
cat__last_order_date_2024-08-01 02:27:31,6.920545779161976,6.920545779161976
cat__last_order_date_2024-08-15 15:36:43,6.916681414322485,6.916681414322485
cat__last_order_date_2024-06-26 14:28:44,6.9100955492125165,6.9100955492125165
cat__order_date_2024-05-12 14:59:44,6.908853207515442,6.908853207515442
cat__promised_delivery_time_2024-05-12 15:17:44,6.908853207372405,6.908853207372405
cat__actual_delivery_time_2024-05-12 15:25:44,6.90885320722936,6.90885320722936
cat__actual_delivery_time_2024-07-17 19:14:41,-6.899658771799897,6.899658771799897
cat__promised_delivery_time_2024-07-17 19:10:41,-6.8996587715609925,6.8996587715609925
cat__order_date_2024-07-17 18:55:41,-6.899658771322097,6.899658771322097
cat__actual_delivery_time_2024-05-16 00:23:43,-6.891596615358166,6.891596615358166
cat__promised_delivery_time_2024-05-16 00:14:43,-6.891596614809082,6.891596614809082
cat__order_date_2024-05-15 23:55:43,-6.891596614260019,6.891596614260019
cat__actual_delivery_time_2023-06-08 22:45:55,-6.885284280605122,6.885284280605122
cat__promised_delivery_time_2023-06-08 22:44:55,-6.885284280487252,6.885284280487252
cat__order_date_2023-06-08 22:26:55,-6.885284280369388,6.885284280369388
cat__order_date_2024-02-21 17:03:42,-6.880493949665703,6.880493949665703
cat__promised_delivery_time_2024-02-21 17:20:42,-6.880493948835642,6.880493948835642
cat__actual_delivery_time_2024-02-21 17:22:42,-6.880493948005554,6.880493948005554
cat__order_date_2023-06-14 02:25:15,6.879982295667388,6.879982295667388
cat__promised_delivery_time_2023-06-14 02:37:15,6.879982295203018,6.879982295203018
cat__actual_delivery_time_2023-06-14 02:40:15,6.879982294738625,6.879982294738625
cat__actual_delivery_time_2024-04-08 22:16:05,6.876120163180786,6.876120163180786
cat__promised_delivery_time_2024-04-08 22:12:05,6.876120162803342,6.876120162803342
cat__order_date_2024-04-08 21:53:05,6.876120162425909,6.876120162425909
cat__order_date_2024-02-08 04:02:50,6.860408065437229,6.860408065437229
cat__promised_delivery_time_2024-02-08 04:18:50,6.86040806459702,6.86040806459702
cat__actual_delivery_time_2024-02-08 04:18:50,6.8604080637567755,6.8604080637567755
cat__order_date_2024-07-23 18:36:20,6.856587722514959,6.856587722514959
cat__promised_delivery_time_2024-07-23 18:50:20,6.856587722014944,6.856587722014944
cat__actual_delivery_time_2024-07-23 18:58:20,6.856587721514909,6.856587721514909
cat__order_date_2024-01-27 20:17:17,6.848095494826975,6.848095494826975
cat__promised_delivery_time_2024-01-27 20:28:17,6.84809549410387,6.84809549410387
cat__actual_delivery_time_2024-01-27 20:43:17,6.848095493380733,6.848095493380733
cat__actual_delivery_time_2024-03-05 03:56:52,6.844555038031894,6.844555038031894
cat__promised_delivery_time_2024-03-05 03:51:52,6.844555036949442,6.844555036949442
cat__order_date_2024-03-05 03:41:52,6.844555035867026,6.844555035867026
cat__order_date_2024-01-17 01:26:31,-6.8443210611162995,6.8443210611162995
cat__promised_delivery_time_2024-01-17 01:43:31,-6.844321060276268,6.844321060276268
cat__actual_delivery_time_2024-01-17 01:46:31,-6.844321059436209,6.844321059436209
cat__order_date_2024-07-11 01:35:53,6.827098534851601,6.827098534851601
cat__promised_delivery_time_2024-07-11 01:53:53,6.827098533151071,6.827098533151071
cat__actual_delivery_time_2024-07-11 01:50:53,6.827098531450477,6.827098531450477
cat__order_date_2023-10-12 11:17:23,6.8229405873878415,6.8229405873878415
cat__promised_delivery_time_2023-10-12 11:35:23,6.822940586951791,6.822940586951791
cat__actual_delivery_time_2023-10-12 11:44:23,6.822940586515722,6.822940586515722
cat__actual_delivery_time_2024-07-21 11:09:40,-6.822855579892769,6.822855579892769
cat__promised_delivery_time_2024-07-21 11:04:40,-6.8228555790636705,6.8228555790636705
cat__order_date_2024-07-21 10:44:40,-6.822855578234602,6.822855578234602
cat__last_order_date_2024-09-04 08:02:43,6.817681814101693,6.817681814101693
cat__last_order_date_2024-06-07 20:25:54,-6.812131257712924,6.812131257712924
cat__order_date_2023-09-09 08:10:47,6.812074292985118,6.812074292985118
cat__promised_delivery_time_2023-09-09 08:28:47,6.812074292851444,6.812074292851444
cat__actual_delivery_time_2023-09-09 08:54:47,6.812074292717766,6.812074292717766
cat__order_date_2024-01-22 20:01:10,6.810627760444185,6.810627760444185
cat__promised_delivery_time_2024-01-22 20:12:10,6.8106277596811555,6.8106277596811555
cat__actual_delivery_time_2024-01-22 20:10:10,6.810627758918094,6.810627758918094
cat__last_order_date_2024-03-11 12:51:36,6.807309443426936,6.807309443426936
cat__actual_delivery_time_2024-09-11 23:38:11,-6.806988123181027,6.806988123181027
cat__promised_delivery_time_2024-09-11 23:27:11,-6.806988122881966,6.806988122881966
cat__order_date_2024-09-11 23:11:11,-6.806988122582918,6.806988122582918
cat__actual_delivery_time_2023-08-01 12:05:52,6.804730383313023,6.804730383313023
cat__promised_delivery_time_2023-08-01 12:08:52,6.80473038174932,6.80473038174932
cat__order_date_2023-08-01 11:56:52,6.804730380185672,6.804730380185672
cat__order_date_2024-03-22 19:29:28,-6.801706792856961,6.801706792856961
cat__promised_delivery_time_2024-03-22 19:44:28,-6.801706792451872,6.801706792451872
cat__actual_delivery_time_2024-03-22 19:44:28,-6.8017067920467715,6.8017067920467715
cat__order_date_2024-02-27 02:32:38,-6.799633743931146,6.799633743931146
cat__promised_delivery_time_2024-02-27 02:45:38,-6.799633743373666,6.799633743373666
cat__actual_delivery_time_2024-02-27 02:41:38,-6.799633742816168,6.799633742816168
cat__actual_delivery_time_2024-02-28 17:21:31,-6.796831929836144,6.796831929836144
cat__promised_delivery_time_2024-02-28 17:08:31,-6.796831929820276,6.796831929820276
cat__order_date_2024-02-28 16:49:31,-6.796831929804413,6.796831929804413
cat__order_date_2024-10-18 04:31:16,6.79542660864982,6.79542660864982
cat__promised_delivery_time_2024-10-18 04:47:16,6.795426608484806,6.795426608484806
cat__actual_delivery_time_2024-10-18 04:49:16,6.795426608319785,6.795426608319785
cat__actual_delivery_time_2024-10-26 17:39:24,-6.794797639283667,6.794797639283667
cat__promised_delivery_time_2024-10-26 17:24:24,-6.794797639023572,6.794797639023572
cat__order_date_2024-10-26 17:06:24,-6.794797638763488,6.794797638763488
cat__brand_morar-mistry,-6.791215260797814,6.791215260797814
cat__order_date_2023-05-27 00:19:57,-6.788083394531968,6.788083394531968
cat__promised_delivery_time_2023-05-27 00:30:57,-6.788083394254602,6.788083394254602
cat__actual_delivery_time_2023-05-27 00:30:57,-6.788083393977227,6.788083393977227
cat__order_date_2023-11-17 07:02:37,-6.7838424791170135,6.7838424791170135
cat__promised_delivery_time_2023-11-17 07:16:37,-6.783842477968644,6.783842477968644
cat__actual_delivery_time_2023-11-17 07:12:37,-6.783842476820234,6.783842476820234
cat__order_date_2023-05-16 22:20:38,6.782137218106593,6.782137218106593
cat__promised_delivery_time_2023-05-16 22:40:38,6.782137217779622,6.782137217779622
cat__actual_delivery_time_2023-05-16 22:49:38,6.782137217452639,6.782137217452639
cat__order_date_2024-06-02 23:56:31,6.778869361328742,6.778869361328742
cat__promised_delivery_time_2024-06-03 00:07:31,6.778869361242323,6.778869361242323
cat__actual_delivery_time_2024-06-03 00:07:31,6.778869361155898,6.778869361155898
cat__brand_yogi group,6.774701137794163,6.774701137794163
cat__order_date_2023-12-10 14:55:32,-6.7705569647308765,6.7705569647308765
cat__promised_delivery_time_2023-12-10 15:06:32,-6.770556964633237,6.770556964633237
cat__actual_delivery_time_2023-12-10 15:17:32,-6.770556964535601,6.770556964535601
cat__actual_delivery_time_2023-12-13 17:41:31,-6.770094177442695,6.770094177442695
cat__promised_delivery_time_2023-12-13 17:41:31,-6.770094177167089,6.770094177167089
cat__order_date_2023-12-13 17:24:31,-6.770094176891496,6.770094176891496
cat__actual_delivery_time_2024-05-15 19:53:23,6.763987765217948,6.763987765217948
cat__promised_delivery_time_2024-05-15 19:50:23,6.763987764518073,6.763987764518073
cat__order_date_2024-05-15 19:31:23,6.763987763818222,6.763987763818222
cat__order_date_2023-09-15 14:47:03,-6.763418390735496,6.763418390735496
cat__promised_delivery_time_2023-09-15 15:04:03,-6.763418390426939,6.763418390426939
cat__actual_delivery_time_2023-09-15 15:05:03,-6.7634183901183755,6.7634183901183755
cat__actual_delivery_time_2023-07-28 23:37:23,-6.762460771365127,6.762460771365127
cat__promised_delivery_time_2023-07-28 23:39:23,-6.762460770766097,6.762460770766097
cat__order_date_2023-07-28 23:24:23,-6.762460770167096,6.762460770167096
cat__actual_delivery_time_2024-03-21 02:35:40,6.756639921045959,6.756639921045959
cat__promised_delivery_time_2024-03-21 02:38:40,6.756639919905755,6.756639919905755
cat__order_date_2024-03-21 02:27:40,6.75663991876559,6.75663991876559
cat__order_date_2024-10-29 18:19:37,-6.749954753140569,6.749954753140569
cat__promised_delivery_time_2024-10-29 18:36:37,-6.7499547529005595,6.7499547529005595
cat__actual_delivery_time_2024-10-29 18:56:37,-6.749954752660543,6.749954752660543
cat__actual_delivery_time_2024-02-13 18:00:08,6.7417938278718275,6.7417938278718275
cat__promised_delivery_time_2024-02-13 17:53:08,6.741793825179744,6.741793825179744
cat__order_date_2024-02-13 17:38:08,6.741793822487757,6.741793822487757
cat__actual_delivery_time_2023-10-04 08:32:42,6.740611771985466,6.740611771985466
cat__promised_delivery_time_2023-10-04 08:34:42,6.740611771862858,6.740611771862858
cat__order_date_2023-10-04 08:14:42,6.740611771740254,6.740611771740254
cat__last_order_date_2024-10-22 11:12:07,6.739616265929963,6.739616265929963
cat__last_order_date_2024-05-07 09:15:34,6.7281703593128945,6.7281703593128945
cat__order_date_2024-04-08 03:34:02,6.723460598566988,6.723460598566988
cat__promised_delivery_time_2024-04-08 03:53:02,6.723460597961638,6.723460597961638
cat__actual_delivery_time_2024-04-08 03:50:02,6.723460597356262,6.723460597356262
cat__actual_delivery_time_2023-12-30 05:43:21,-6.717527342613021,6.717527342613021
cat__promised_delivery_time_2023-12-30 05:19:21,-6.717527342609473,6.717527342609473
cat__order_date_2023-12-30 05:03:21,-6.7175273426059325,6.7175273426059325
cat__last_order_date_2024-05-13 07:04:41,6.716851357929583,6.716851357929583
cat__actual_delivery_time_2024-05-13 07:27:41,6.71685134973743,6.71685134973743
cat__promised_delivery_time_2024-05-13 07:24:41,6.716851349680666,6.716851349680666
cat__order_date_2024-05-13 07:04:41,6.716851349623902,6.716851349623902
cat__actual_delivery_time_2023-04-05 18:28:19,-6.711936450247914,6.711936450247914
cat__promised_delivery_time_2023-04-05 18:27:19,-6.711936450222613,6.711936450222613
cat__order_date_2023-04-05 18:07:19,-6.711936450197313,6.711936450197313
cat__actual_delivery_time_2024-09-27 11:02:46,-6.703439440817832,6.703439440817832
cat__promised_delivery_time_2024-09-27 10:57:46,-6.703439440061627,6.703439440061627
cat__order_date_2024-09-27 10:46:46,-6.703439439305449,6.703439439305449
"cat__brand_shroff, wason and dugar",-6.695633121555268,6.695633121555268
cat__order_date_2023-04-23 19:59:41,-6.695372224611982,6.695372224611982
cat__promised_delivery_time_2023-04-23 20:15:41,-6.695372223816307,6.695372223816307
cat__actual_delivery_time_2023-04-23 20:18:41,-6.695372223020604,6.695372223020604
cat__actual_delivery_time_2024-09-11 19:15:57,-6.69234915811503,6.69234915811503
cat__promised_delivery_time_2024-09-11 19:11:57,-6.692349157856299,6.692349157856299
cat__order_date_2024-09-11 19:01:57,-6.692349157597579,6.692349157597579
cat__actual_delivery_time_2024-01-25 00:23:14,6.686409883074278,6.686409883074278
cat__promised_delivery_time_2024-01-24 23:56:14,6.686409882505285,6.686409882505285
cat__order_date_2024-01-24 23:43:14,6.686409881936309,6.686409881936309
cat__last_order_date_2024-07-25 12:29:19,6.680249306434499,6.680249306434499
cat__actual_delivery_time_2024-07-25 13:08:19,6.680249295549187,6.680249295549187
cat__promised_delivery_time_2024-07-25 12:41:19,6.680249295129744,6.680249295129744
cat__order_date_2024-07-25 12:29:19,6.680249294710315,6.680249294710315
cat__order_date_2024-01-10 11:48:31,6.678620358460663,6.678620358460663
cat__promised_delivery_time_2024-01-10 12:02:31,6.678620358277382,6.678620358277382
cat__actual_delivery_time_2024-01-10 12:17:31,6.678620358094088,6.678620358094088
cat__order_date_2024-08-23 20:45:57,6.676770314495163,6.676770314495163
cat__promised_delivery_time_2024-08-23 20:59:57,6.6767703143388415,6.6767703143388415
cat__actual_delivery_time_2024-08-23 21:10:57,6.676770314182514,6.676770314182514
cat__actual_delivery_time_2023-08-13 22:47:47,6.67412834831405,6.67412834831405
cat__promised_delivery_time_2023-08-13 22:22:47,6.674128348254147,6.674128348254147
cat__order_date_2023-08-13 22:07:47,6.67412834819424,6.67412834819424
cat__last_order_date_2023-08-13 22:07:47,6.674128346027041,6.674128346027041
cat__actual_delivery_time_2024-01-18 00:45:22,6.666412987623419,6.666412987623419
cat__promised_delivery_time_2024-01-18 00:42:22,6.666412987600691,6.666412987600691
cat__order_date_2024-01-18 00:22:22,6.666412987577963,6.666412987577963
cat__last_order_date_2024-02-28 07:15:01,6.666412977443473,6.666412977443473
cat__last_order_date_2024-10-08 04:17:08,6.665768584232764,6.665768584232764
"cat__brand_khurana, khosla and yohannan",6.664461651932743,6.664461651932743
cat__actual_delivery_time_2023-08-13 23:09:33,-6.652132599236075,6.652132599236075
cat__promised_delivery_time_2023-08-13 23:06:33,-6.652132598509532,6.652132598509532
cat__order_date_2023-08-13 22:56:33,-6.65213259778302,6.65213259778302
cat__last_order_date_2024-05-24 16:36:21,-6.645587809494246,6.645587809494246
cat__actual_delivery_time_2023-03-16 15:16:01,-6.6433468465735395,6.6433468465735395
cat__promised_delivery_time_2023-03-16 15:06:01,-6.64334684565632,6.64334684565632
cat__order_date_2023-03-16 14:50:01,-6.643346844739136,6.643346844739136
cat__order_date_2024-06-06 13:14:56,6.635711594521459,6.635711594521459
cat__promised_delivery_time_2024-06-06 13:25:56,6.6357115935759206,6.6357115935759206
cat__actual_delivery_time_2024-06-06 13:39:56,6.635711592630347,6.635711592630347
cat__order_date_2024-04-24 12:09:13,6.63562389189064,6.63562389189064
cat__promised_delivery_time_2024-04-24 12:29:13,6.635623891757949,6.635623891757949
cat__actual_delivery_time_2024-04-24 12:58:13,6.635623891625247,6.635623891625247
cat__last_order_date_2024-09-25 19:12:11,6.634210877704071,6.634210877704071
cat__order_date_2023-06-07 05:55:43,6.633470194798944,6.633470194798944
cat__promised_delivery_time_2023-06-07 06:13:43,6.633470193606288,6.633470193606288
cat__actual_delivery_time_2023-06-07 06:11:43,6.633470192413586,6.633470192413586
cat__actual_delivery_time_2024-01-16 21:57:55,-6.631849926293214,6.631849926293214
cat__promised_delivery_time_2024-01-16 21:32:55,-6.6318499257068115,6.6318499257068115
cat__order_date_2024-01-16 21:22:55,-6.6318499251201715,6.6318499251201715
cat__actual_delivery_time_2024-09-14 10:57:22,-6.629580410717002,6.629580410717002
cat__promised_delivery_time_2024-09-14 10:57:22,-6.62958041069206,6.62958041069206
cat__order_date_2024-09-14 10:42:22,-6.629580410667117,6.629580410667117
cat__actual_delivery_time_2023-12-21 14:42:13,6.629341278275884,6.629341278275884
cat__promised_delivery_time_2023-12-21 14:45:13,6.62934127757871,6.62934127757871
cat__order_date_2023-12-21 14:25:13,6.629341276881558,6.629341276881558
cat__order_date_2023-08-23 14:13:44,6.628794110311157,6.628794110311157
cat__promised_delivery_time_2023-08-23 14:31:44,6.628794110264557,6.628794110264557
cat__actual_delivery_time_2023-08-23 14:45:44,6.628794110217952,6.628794110217952
cat__order_date_2024-04-19 08:01:53,-6.625997020514687,6.625997020514687
cat__promised_delivery_time_2024-04-19 08:19:53,-6.625997019902545,6.625997019902545
cat__actual_delivery_time_2024-04-19 08:24:53,-6.625997019290384,6.625997019290384
cat__order_date_2023-08-31 14:56:32,-6.624318854256129,6.624318854256129
cat__promised_delivery_time_2023-08-31 15:08:32,-6.624318853723582,6.624318853723582
cat__actual_delivery_time_2023-08-31 15:14:32,-6.624318853191019,6.624318853191019
cat__last_order_date_2024-09-25 20:16:31,-6.616562762022457,6.616562762022457
cat__order_date_2024-10-30 15:25:29,6.615777937460783,6.615777937460783
cat__promised_delivery_time_2024-10-30 15:43:29,6.6157779370160394,6.6157779370160394
cat__actual_delivery_time_2024-10-30 15:45:29,6.615777936571279,6.615777936571279
cat__order_date_2023-06-07 13:43:08,6.615529384219801,6.615529384219801
cat__promised_delivery_time_2023-06-07 13:59:08,6.61552938282949,6.61552938282949
cat__actual_delivery_time_2023-06-07 13:58:08,6.615529381439251,6.615529381439251
cat__actual_delivery_time_2024-02-01 09:02:55,-6.614477439225687,6.614477439225687
cat__promised_delivery_time_2024-02-01 09:02:55,-6.6144774383550535,6.6144774383550535
cat__order_date_2024-02-01 08:48:55,-6.614477437484457,6.614477437484457
cat__actual_delivery_time_2024-09-10 00:11:46,6.612691518484754,6.612691518484754
cat__promised_delivery_time_2024-09-09 23:52:46,6.612691515793226,6.612691515793226
cat__order_date_2024-09-09 23:37:46,6.612691513102028,6.612691513102028
cat__brand_balasubramanian plc,6.611167934129311,6.611167934129311
cat__order_date_2023-09-04 11:22:09,6.603045726916901,6.603045726916901
cat__promised_delivery_time_2023-09-04 11:38:09,6.603045725973395,6.603045725973395
cat__actual_delivery_time_2023-09-04 11:47:09,6.603045725029852,6.603045725029852
cat__actual_delivery_time_2024-01-11 02:01:07,-6.579564735516714,6.579564735516714
cat__promised_delivery_time_2024-01-11 01:56:07,-6.579564734796526,6.579564734796526
cat__order_date_2024-01-11 01:46:07,-6.579564734076369,6.579564734076369
cat__order_date_2023-05-30 20:49:41,-6.579430614530704,6.579430614530704
cat__promised_delivery_time_2023-05-30 21:05:41,-6.579430614128081,6.579430614128081
cat__actual_delivery_time_2023-05-30 21:15:41,-6.579430613725448,6.579430613725448
cat__last_order_date_2024-06-21 01:18:07,6.574194215746535,6.574194215746535
cat__actual_delivery_time_2023-08-18 15:23:56,6.574194197665463,6.574194197665463
cat__promised_delivery_time_2023-08-18 15:27:56,6.574194197107509,6.574194197107509
cat__order_date_2023-08-18 15:16:56,6.5741941965495725,6.5741941965495725
cat__actual_delivery_time_2023-09-23 05:05:27,6.565781889759502,6.565781889759502
cat__promised_delivery_time_2023-09-23 05:01:27,6.565781889354503,6.565781889354503
cat__order_date_2023-09-23 04:50:27,6.565781888949516,6.565781888949516
cat__actual_delivery_time_2023-05-10 08:33:52,6.565098283069157,6.565098283069157
cat__promised_delivery_time_2023-05-10 08:12:52,6.56509828173638,6.56509828173638
cat__order_date_2023-05-10 07:54:52,6.565098280403652,6.565098280403652
cat__actual_delivery_time_2023-05-03 17:08:24,6.563351365156665,6.563351365156665
cat__promised_delivery_time_2023-05-03 16:58:24,6.5633513646329416,6.5633513646329416
cat__order_date_2023-05-03 16:43:24,6.563351364109237,6.563351364109237
cat__actual_delivery_time_2024-02-11 13:42:15,6.554242904380464,6.554242904380464
cat__promised_delivery_time_2024-02-11 13:47:15,6.554242903588491,6.554242903588491
cat__order_date_2024-02-11 13:33:15,6.554242902796542,6.554242902796542
cat__actual_delivery_time_2024-01-21 04:51:08,-6.55327953026145,6.55327953026145
cat__promised_delivery_time_2024-01-21 04:41:08,-6.553279530074728,6.553279530074728
cat__order_date_2024-01-21 04:31:08,-6.553279529888017,6.553279529888017
cat__actual_delivery_time_2023-10-01 21:06:39,-6.551710601248746,6.551710601248746
cat__promised_delivery_time_2023-10-01 21:05:39,-6.5517106005779215,6.5517106005779215
cat__order_date_2023-10-01 20:55:39,-6.551710599907126,6.551710599907126
cat__actual_delivery_time_2023-10-09 23:08:35,6.550286425580688,6.550286425580688
cat__promised_delivery_time_2023-10-09 22:54:35,6.550286425354551,6.550286425354551
cat__order_date_2023-10-09 22:39:35,6.550286425128419,6.550286425128419
cat__actual_delivery_time_2024-08-25 17:19:55,6.5454424315020985,6.5454424315020985
cat__promised_delivery_time_2024-08-25 17:14:55,6.545442430134487,6.545442430134487
cat__order_date_2024-08-25 16:54:55,6.545442428766926,6.545442428766926
cat__order_date_2024-08-04 23:35:44,-6.541038615966811,6.541038615966811
cat__promised_delivery_time_2024-08-04 23:53:44,-6.541038615900592,6.541038615900592
cat__actual_delivery_time_2024-08-04 23:48:44,-6.541038615834372,6.541038615834372
cat__last_order_date_2023-10-08 18:18:29,-6.53944441607298,6.53944441607298
cat__order_date_2023-08-01 19:08:52,-6.539444413584221,6.539444413584221
cat__promised_delivery_time_2023-08-01 19:20:52,-6.539444413419899,6.539444413419899
cat__actual_delivery_time_2023-08-01 19:15:52,-6.539444413255576,6.539444413255576
cat__actual_delivery_time_2023-11-08 15:37:16,6.534729158981817,6.534729158981817
cat__promised_delivery_time_2023-11-08 15:17:16,6.534729158722525,6.534729158722525
cat__order_date_2023-11-08 14:57:16,6.534729158463241,6.534729158463241
cat__order_date_2024-06-02 11:01:26,6.511702798710343,6.511702798710343
cat__promised_delivery_time_2024-06-02 11:16:26,6.511702798426156,6.511702798426156
cat__actual_delivery_time_2024-06-02 11:15:26,6.511702798141958,6.511702798141958
cat__last_order_date_2024-08-09 17:39:54,-6.51101637894256,6.51101637894256
cat__order_date_2024-03-03 22:07:45,-6.510869987454384,6.510869987454384
cat__promised_delivery_time_2024-03-03 22:21:45,-6.510869987453002,6.510869987453002
cat__actual_delivery_time_2024-03-03 22:20:45,-6.510869987451621,6.510869987451621
cat__order_date_2024-09-06 22:45:14,-6.50576165314137,6.50576165314137
cat__promised_delivery_time_2024-09-06 22:57:14,-6.505761652434936,6.505761652434936
cat__actual_delivery_time_2024-09-06 23:06:14,-6.505761651728478,6.505761651728478
cat__order_date_2024-01-07 01:01:22,6.504068730665946,6.504068730665946
cat__promised_delivery_time_2024-01-07 01:20:22,6.504068730353026,6.504068730353026
cat__actual_delivery_time_2024-01-07 01:24:22,6.504068730040092,6.504068730040092
cat__order_date_2023-10-15 14:42:31,6.503057848281486,6.503057848281486
cat__promised_delivery_time_2023-10-15 15:02:31,6.503057848103693,6.503057848103693
cat__actual_delivery_time_2023-10-15 14:59:31,6.503057847925891,6.503057847925891
cat__order_date_2023-10-22 02:28:34,6.502365618884897,6.502365618884897
cat__promised_delivery_time_2023-10-22 02:40:34,6.502365618716012,6.502365618716012
cat__actual_delivery_time_2023-10-22 02:46:34,6.502365618547121,6.502365618547121
cat__actual_delivery_time_2024-08-30 07:03:00,-6.497410619694331,6.497410619694331
cat__promised_delivery_time_2024-08-30 06:49:00,-6.497410619323119,6.497410619323119
cat__order_date_2024-08-30 06:37:00,-6.497410618951926,6.497410618951926
cat__order_date_2023-08-05 09:22:31,6.49663536920337,6.49663536920337
cat__promised_delivery_time_2023-08-05 09:36:31,6.496635369088895,6.496635369088895
cat__actual_delivery_time_2023-08-05 09:51:31,6.496635368974411,6.496635368974411
cat__order_date_2023-08-08 10:47:04,6.495659227410748,6.495659227410748
cat__promised_delivery_time_2023-08-08 10:57:04,6.4956592272732605,6.4956592272732605
cat__actual_delivery_time_2023-08-08 10:53:04,6.4956592271357625,6.4956592271357625
cat__actual_delivery_time_2024-09-28 20:15:11,-6.4903363085343475,6.4903363085343475
cat__promised_delivery_time_2024-09-28 20:16:11,-6.490336307597876,6.490336307597876
cat__order_date_2024-09-28 20:06:11,-6.490336306661441,6.490336306661441
cat__order_date_2023-12-11 08:21:44,6.488747768682084,6.488747768682084
cat__promised_delivery_time_2023-12-11 08:35:44,6.488747766942696,6.488747766942696
cat__actual_delivery_time_2023-12-11 08:30:44,6.48874776520324,6.48874776520324
cat__last_order_date_2024-02-09 10:16:54,6.485429024334377,6.485429024334377
cat__order_date_2024-05-12 05:49:07,-6.481475270938148,6.481475270938148
cat__promised_delivery_time_2024-05-12 06:03:07,-6.4814752707962375,6.4814752707962375
cat__actual_delivery_time_2024-05-12 06:04:07,-6.481475270654322,6.481475270654322
cat__actual_delivery_time_2024-06-21 09:53:10,-6.479256445746157,6.479256445746157
cat__promised_delivery_time_2024-06-21 09:46:10,-6.479256443760484,6.479256443760484
cat__order_date_2024-06-21 09:35:10,-6.4792564417748855,6.4792564417748855
cat__order_date_2024-10-16 09:48:02,6.476438911323907,6.476438911323907
cat__promised_delivery_time_2024-10-16 10:08:02,6.476438911136011,6.476438911136011
cat__actual_delivery_time_2024-10-16 10:06:02,6.476438910948107,6.476438910948107
cat__order_date_2024-01-10 16:24:49,6.463592316048887,6.463592316048887
cat__promised_delivery_time_2024-01-10 16:44:49,6.463592315122243,6.463592315122243
cat__actual_delivery_time_2024-01-10 16:40:49,6.463592314195562,6.463592314195562
cat__actual_delivery_time_2024-10-26 02:19:39,-6.45668734269326,6.45668734269326
cat__promised_delivery_time_2024-10-26 02:18:39,-6.456687341788549,6.456687341788549
cat__order_date_2024-10-26 02:02:39,-6.456687340883872,6.456687340883872
cat__order_date_2023-08-14 12:07:35,-6.444225800353983,6.444225800353983
cat__promised_delivery_time_2023-08-14 12:18:35,-6.4442257997205,6.4442257997205
cat__actual_delivery_time_2023-08-14 12:14:35,-6.444225799086997,6.444225799086997
cat__order_date_2023-04-07 00:50:13,6.444045399756909,6.444045399756909
cat__promised_delivery_time_2023-04-07 01:03:13,6.44404539888362,6.44404539888362
cat__actual_delivery_time_2023-04-07 00:58:13,6.4440453980102985,6.4440453980102985
cat__order_date_2023-06-12 05:47:37,6.443624314371107,6.443624314371107
cat__promised_delivery_time_2023-06-12 06:03:37,6.4436243138704095,6.4436243138704095
cat__actual_delivery_time_2023-06-12 06:13:37,6.443624313369693,6.443624313369693
cat__actual_delivery_time_2023-11-02 20:12:52,6.437966248821812,6.437966248821812
cat__promised_delivery_time_2023-11-02 19:45:52,6.437966248819824,6.437966248819824
cat__order_date_2023-11-02 19:30:52,6.4379662488178315,6.4379662488178315
cat__actual_delivery_time_2024-03-27 08:51:09,-6.430731484417484,6.430731484417484
cat__promised_delivery_time_2024-03-27 08:49:09,-6.430731484415065,6.430731484415065
cat__order_date_2024-03-27 08:38:09,-6.43073148441265,6.43073148441265
cat__order_date_2023-11-17 01:01:45,6.427139612929996,6.427139612929996
cat__promised_delivery_time_2023-11-17 01:21:45,6.427139612017646,6.427139612017646
cat__actual_delivery_time_2023-11-17 01:18:45,6.42713961110526,6.42713961110526
cat__order_date_2023-05-29 00:08:08,6.424071004940411,6.424071004940411
cat__promised_delivery_time_2023-05-29 00:22:08,6.424071004890426,6.424071004890426
cat__actual_delivery_time_2023-05-29 00:37:08,6.424071004840437,6.424071004840437
cat__actual_delivery_time_2024-03-08 23:27:49,-6.419373264452398,6.419373264452398
cat__promised_delivery_time_2024-03-08 23:29:49,-6.41937326394751,6.41937326394751
cat__order_date_2024-03-08 23:18:49,-6.419373263442644,6.419373263442644
cat__actual_delivery_time_2023-04-25 12:56:49,-6.414583514777887,6.414583514777887
cat__promised_delivery_time_2023-04-25 12:55:49,-6.41458351460424,6.41458351460424
cat__order_date_2023-04-25 12:40:49,-6.414583514430598,6.414583514430598
cat__actual_delivery_time_2024-09-30 09:38:51,-6.406352301267475,6.406352301267475
cat__promised_delivery_time_2024-09-30 09:39:51,-6.406352300826954,6.406352300826954
